title,link,source
Energy chief Granholm warns against 'unfettered exports' of liquefied natural gas,"=HYPERLINK(""https://www.npr.org/2024/12/18/g-s1-38746/granholm-liquefied-natural-gas"")",NPR
Generative AI and Climate Change Are on a Collision Course,"=HYPERLINK(""https://www.wired.com/story/true-cost-generative-ai-data-centers-energy/"")",Wired
"Intel finally notches a GPU win, confirms Arc B580 is selling out after stellar reviews","=HYPERLINK(""https://www.theverge.com/2024/12/17/24323888/intel-arc-b580-sold-out-availability"")",The Verge
"AI is burying company web sites in search results, but Otterly.AI thinks it can help","=HYPERLINK(""https://techcrunch.com/2024/12/18/ai-is-burying-company-web-sites-in-search-results-but-otterly-ai-thinks-it-can-help/"")",TechCrunch
UK government denies rift with Mauritian PM over Chagos Islands deal,"=HYPERLINK(""https://www.theguardian.com/world/2024/dec/17/uk-government-denies-rift-with-mauritian-pm-over-chagos-island-deal"")",The Guardian
A Weary Biden Heads for the Exit,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/politics/biden-final-days-in-office.html"")",The New York Times
Suspect in Russian General’s Killing Detained Outside of Moscow,"=HYPERLINK(""https://www.nytimes.com/2024/12/18/world/europe/russia-general-killing-suspect-uzbekistan.html"")",The New York Times
Video Captures Blast That Killed Russian General Igor Kirillov,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/world/europe/russian-general-assassination-igor-kirillov-video.html"")",The New York Times
Biden Administration Running Out of Time to Send Allocated Aid to Ukraine,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/politics/ukraine-aid-biden-trump.html"")",The New York Times
Wisconsin School Shooting: Madison Residents Grieve as They Wait to Learn More,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/wisconsin-school-shooting-madison-residents.html"")",The New York Times
Gun Violence Around Schools Has Risen Since the Pandemic,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/gun-violence-school-shootings-pandemic.html"")",The New York Times
"Trump Sues The Des Moines Register, Escalating Threats Against the Media","=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/politics/trump-sues-des-moines-register.html"")",The New York Times
Trump Picks Herschel Walker to Be Ambassador to the Bahamas,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/politics/herschel-walker-bahamas-trump.html"")",The New York Times
House Republicans Call for Liz Cheney to Be Investigated Over Jan. 6 Committee Role,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/politics/liz-cheney-jan-6-house-republicans.html"")",The New York Times
Honda and Nissan Are in Talks to Deepen Ties and Possibly Merge,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/business/honda-nissan-talks-merger.html"")",The New York Times
Luigi Mangione Charged With Murder in UnitedHealthcare CEO Killing,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/nyregion/mangione-first-degree-murder-terrorism.html"")",The New York Times
Congressional Leaders Unveil Short-Term Spending Bill Tied to Disaster Aid,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/world/europe/congress-short-term-spending-bill.html"")",The New York Times
Sherrod Brown Signs Off in the Senate. For Now.,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/us/sherrod-brown-senate-career.html"")",The New York Times
Pentagon Repatriates Malaysian Prisoners Who Pleaded Guilty to War Crimes,"=HYPERLINK(""https://www.nytimes.com/2024/12/18/us/politics/malaysian-prisoners-repatriated-gitmo.html"")",The New York Times
A 7-Eleven Heir’s $50 Billion Fight to Keep the Company in the Family,"=HYPERLINK(""https://www.nytimes.com/2024/12/18/business/7-eleven-japan-corporate-culture.html"")",The New York Times
"In Visit to Territory Seized in Syria, Netanyahu Says Troops Will Stay","=HYPERLINK(""https://www.nytimes.com/2024/12/17/world/middleeast/17syria-israel-netanyahu.html"")",The New York Times
Limits on Aid to Syria Threaten to Worsen the Country’s Humanitarian Crisis,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/world/middleeast/syria-sanctions-aid-limits.html"")",The New York Times
Trump Mines Fraught Moment in Canadian Politics,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/world/canada/trudeau-trump-tariffs.html"")",The New York Times
"The TV Shows, Movies and Music That Readers Loved in 2024","=HYPERLINK(""https://www.nytimes.com/2024/12/17/arts/shows-movies-music-reader-favorites-2024.html"")",The New York Times
How Elon Musk and Taylor Swift Can Resolve U.S.-China Relations,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/opinion/us-china-musk-swift-tariffs-manufacturing.html"")",The New York Times
U.S. Agrees to Pay $116 Million to Settle Sexual Abuse Claims at California Prison,"=HYPERLINK(""https://www.nytimes.com/2024/12/18/us/california-prison-settlement-sexual-abuse.html"")",The New York Times
"U.K. Police Chiefs Were Too Slow to Respond to Summer Riots, Report Says","=HYPERLINK(""https://www.nytimes.com/2024/12/18/world/europe/uk-riots-police-response-report.html"")",The New York Times
Tax Preparer Known as ‘the Magician’ Bilked I.R.S. Out of $145 Million,"=HYPERLINK(""https://www.nytimes.com/2024/12/17/nyregion/fraud-tax-return-charges-bronx.html"")",The New York Times
"The Trocks, an All-Male Comic Ballet Troupe in Drag, Turn 50","=HYPERLINK(""https://www.nytimes.com/2024/12/16/arts/dance/the-trocks-male-comedy-ballet-drag-troupe-50.html"")",The New York Times
Trump to Russia’s Rescue,"=HYPERLINK(""https://www.theatlantic.com/newsletters/archive/2024/12/trump-to-russias-rescue/681037/?utm_source=feed"")",The Atlantic
Hyundai Is Becoming the New Tesla,"=HYPERLINK(""https://www.theatlantic.com/technology/archive/2024/12/hyundai-electric-cars-tesla-trump/681033/?utm_source=feed"")",The Atlantic
The Words That Stop ChatGPT in Its Tracks,"=HYPERLINK(""https://www.theatlantic.com/technology/archive/2024/12/chatgpt-wont-say-my-name/681028/?utm_source=feed"")",The Atlantic
I’ve Been Left Off My Friends’ Group Chat,"=HYPERLINK(""https://www.theatlantic.com/culture/archive/2024/12/dear-james-left-off-friend-group-text-chat/681021/?utm_source=feed"")",The Atlantic
The Crumbling Foundation of America’s Military,"=HYPERLINK(""https://www.theatlantic.com/politics/archive/2024/12/weapons-production-munitions-shortfall-ukraine-democracy/680867/?utm_source=feed"")",The Atlantic
A Gathering of Ancient Stars,"=HYPERLINK(""https://www.theatlantic.com/science/archive/2024/12/day-17-2024-space-telescope-advent-calendar-gathering-ancient-stars/681027/?utm_source=feed"")",The Atlantic
"RIP, the Axis of Resistance","=HYPERLINK(""https://www.theatlantic.com/international/archive/2024/12/end-iran-axis-resistance/681024/?utm_source=feed"")",The Atlantic
Bogotá’s Water Rationing Is a Preview,"=HYPERLINK(""https://www.theatlantic.com/science/archive/2024/12/bogota-drought-water-rationing-routine/681023/?utm_source=feed"")",The Atlantic
The 10 Best Albums of 2024,"=HYPERLINK(""https://www.theatlantic.com/culture/archive/2024/12/best-albums-2024-mount-eerie-charli-xcx-kim-gordon/680852/?utm_source=feed"")",The Atlantic
Bob Dylan’s Carnival Act,"=HYPERLINK(""https://www.theatlantic.com/magazine/archive/2025/01/a-complete-unknown-bob-dylan-biopic/680761/?utm_source=feed"")",The Atlantic
Can the Rodeo Save a Historic Black Town?,"=HYPERLINK(""https://www.theatlantic.com/magazine/archive/2025/01/boley-oklahoma-black-rodeo-history-comeback/680756/?utm_source=feed"")",The Atlantic
"America Needs a Leader, Not a Salesman","=HYPERLINK(""https://www.theatlantic.com/magazine/archive/2025/01/the-commons/680751/?utm_source=feed"")",The Atlantic
Does Democracy Even Work?,"=HYPERLINK(""https://www.theatlantic.com/podcasts/archive/2024/12/voters-policy-deliverism/681017/?utm_source=feed"")",The Atlantic
Silicon Valley Heads to Mar-a-Lago,"=HYPERLINK(""https://www.theatlantic.com/newsletters/archive/2024/12/silicon-valley-heads-to-mar-a-lago/681022/?utm_source=feed"")",The Atlantic
How to Navigate the Era of Trump,"=HYPERLINK(""https://www.theatlantic.com/politics/archive/2024/12/navigate-trump-era-guide/681020/?utm_source=feed"")",The Atlantic
The Push for Puberty Blockers Got Ahead of the Research,"=HYPERLINK(""https://www.theatlantic.com/ideas/archive/2024/12/why-supreme-court-puberty-blockers/680998/?utm_source=feed"")",The Atlantic
Has Your Cat Closed Its Rings Today?,"=HYPERLINK(""https://www.theatlantic.com/health/archive/2024/12/cat-pet-fitness-tracker-quantified-anxiety/681012/?utm_source=feed"")",The Atlantic
A New View of a Distant Spiral,"=HYPERLINK(""https://www.theatlantic.com/science/archive/2024/12/day-16-2024-space-telescope-advent-calendar-new-view-distant-spiral/681013/?utm_source=feed"")",The Atlantic
What If You Just Skipped the Holidays?,"=HYPERLINK(""https://www.theatlantic.com/family/archive/2024/12/skip-holiday-tradition-etiquette/681007/?utm_source=feed"")",The Atlantic
Oliver Sacks’s Lifelong Search for Recognition,"=HYPERLINK(""https://www.theatlantic.com/books/archive/2024/12/oliver-sacks-letters-reveal-search-recognition/680997/?utm_source=feed"")",The Atlantic
The Technology That Actually Runs Our World,"=HYPERLINK(""https://www.theatlantic.com/culture/archive/2024/12/cultural-algorithms/680987/?utm_source=feed"")",The Atlantic
How Democrats Lost Their Way on Immigration,"=HYPERLINK(""https://www.theatlantic.com/politics/archive/2024/12/comprehensive-immigration-reform-democrats/680996/?utm_source=feed"")",The Atlantic
Maybe Democrats Didn’t Do So Badly After All,"=HYPERLINK(""https://www.theatlantic.com/politics/archive/2024/12/democrats-2024-election-results/680995/?utm_source=feed"")",The Atlantic
Best of <em>How To</em>: Waste Time,"=HYPERLINK(""https://www.theatlantic.com/podcasts/archive/2024/12/best-of-how-to-waste-time/680982/?utm_source=feed"")",The Atlantic
How to Move On From the Worst of Identity Politics,"=HYPERLINK(""https://www.theatlantic.com/ideas/archive/2024/12/democrats-election-loss-identity/680993/?utm_source=feed"")",The Atlantic
"Diddy's Children Share Personal and Heartfelt Birthday Tributes To Late Mom, Kim Porter","=HYPERLINK(""https://www.theroot.com/diddys-children-share-heartfelt-and-cheerful-birthday-t-1851723459"")",The Root
"A White Man Allegedly Set Multiple Fires In Tenn, But Tried To Blame Imaginary Black Dude","=HYPERLINK(""https://www.theroot.com/a-white-man-allegedly-set-multiple-fires-in-tenn-but-t-1851723376"")",The Root
"Rihanna Stepped out in Bejeweled Crocs, a Fur Coat and We all Lost our Minds","=HYPERLINK(""https://www.theroot.com/rihanna-stepped-out-in-crocs-a-fur-coat-and-we-all-los-1851722766"")",The Root
These Sexy Black Films Will Get You Hot and Bothered Over The Holiday,"=HYPERLINK(""https://www.theroot.com/these-sexy-black-films-will-get-you-hot-and-bothered-ov-1851723284"")",The Root
"Justice Ketanji Brown Jackson Just Debuted on Broadway, But America's Reaction is Mixed","=HYPERLINK(""https://www.theroot.com/justice-ketanji-brown-jackson-just-debuted-on-broadway-1851723169"")",The Root
Inside the Homes of the World's Richest Black People,"=HYPERLINK(""https://www.theroot.com/inside-the-homes-of-the-worlds-richest-black-people-1851721808"")",The Root
"This South Carolina Mom Was Found Dead After a Birthday Trip Gone Wrong, And There's One Major Suspicion at Play","=HYPERLINK(""https://www.theroot.com/this-south-carolina-mom-was-found-dead-after-a-birthday-1851722987"")",The Root
Black Twitter is Convinced Chlöe and Halle Bailey Have a Thing for Dating A Specific Type,"=HYPERLINK(""https://www.theroot.com/black-twitter-is-convinced-chloe-and-halle-bailey-have-1851723077"")",The Root
"Lil Wayne Finally Responds to Kendrick Lamar Super Bowl Halftime Show Rumors, But Did He Accidentally Start Another Beef?","=HYPERLINK(""https://www.theroot.com/lil-wayne-finally-responds-to-kendrick-lamar-super-bowl-1851722823"")",The Root
"You Won’t Believe What Started the Birthday Altercation That Left Jamie Foxx With Stitches, But You'll Probably Understand","=HYPERLINK(""https://www.theroot.com/you-won-t-believe-what-started-the-altercation-that-lef-1851722977"")",The Root
"Serena Williams Is Looking a Bit...Different Lately, And Everyone Says This is the Reason","=HYPERLINK(""https://www.theroot.com/serena-williams-is-looking-a-bit-different-lately-an-1851722905"")",The Root
A Black Maryland Student Allegedly Found the N-Word Scrawled on Their Desk. Here's Why The Principal Was Placed on Leave,"=HYPERLINK(""https://www.theroot.com/a-black-maryland-student-allegedly-found-the-n-word-scr-1851722859"")",The Root
"Move Over, Denzel! All About Houston's Viral #MrStealYourGrandma...And Why He's Stealing Hearts on the Internet","=HYPERLINK(""https://www.theroot.com/move-over-denzel-all-about-houstons-viral-mrstealyou-1851722824"")",The Root
‘Mufasa: The Lion King’: Everything You Need to Know About the Star-Studded Black Cast,"=HYPERLINK(""https://www.theroot.com/mufasa-the-lion-king-everything-you-need-to-know-ab-1851722347"")",The Root
"Jay-Z's Sexual Assault Lawsuit Battle Just Got Messier, Here's How Jaguar Wright is Involved...","=HYPERLINK(""https://www.theroot.com/jay-zs-sexual-assault-lawsuit-battle-just-got-messier-1851722708"")",The Root
"Lebron, Travis Scott and Other Black Celebs with the Most Insane Cars","=HYPERLINK(""https://www.theroot.com/travis-scott-lebron-james-and-other-black-celebrities-1851722299"")",The Root
Cleveland Mother Forced to Make an Impossible Decision When Both of Her Children Are Shot at the Same Time,"=HYPERLINK(""https://www.theroot.com/cleveland-mother-forced-to-make-an-impossible-decision-1851722384"")",The Root
What's Up With Black Folks Switching to Fake Christmas Trees? Are You Team Real or Team Fake??,"=HYPERLINK(""https://www.theroot.com/whats-up-with-black-folks-switching-to-fake-christmas-t-1851722294"")",The Root
Hold Up! Here's Why Reports of Wendy Williams Being 'Permanently Incapacitated' Might Be a Bunch of Garbage,"=HYPERLINK(""https://www.theroot.com/hold-up-heres-why-reports-of-wendy-williams-being-perm-1851722296"")",The Root
Is Jamie Foxx Cursed? Social Media Sure Thinks So,"=HYPERLINK(""https://www.theroot.com/is-jamie-foxx-cursed-social-media-sure-thinks-so-1851722278"")",The Root
"Everyone Has A Say on Why Experts Claim Black Women, White Men Make The Perfect Couple","=HYPERLINK(""https://www.theroot.com/everyone-has-a-say-on-why-black-women-and-white-men-mak-1851722090"")",The Root
"This Pennsylvania 'Councilwoman Karen' Allegedly Dropped N-Word at Work, Here's What Happened Next","=HYPERLINK(""https://www.theroot.com/lawsuit-accuses-councilwoman-karen-in-pennsylvania-of-d-1851722147"")",The Root
Everybody Hated Chris Rock's Predictable 'SNL' Monologue. Is He So Over?,"=HYPERLINK(""https://www.theroot.com/does-chris-rock-s-controversial-snl-monologue-prove-t-1851722112"")",The Root
"You'll Be Shocked to See Who Won the $10,000 Prize at the Drake Look-Alike Competition","=HYPERLINK(""https://www.theroot.com/youll-be-shocked-to-see-who-won-the-10-000-prize-at-th-1851722017"")",The Root
SC Teens Denied Bond After Missing Body Turns Up in the Most Gruesome Way,"=HYPERLINK(""https://www.theroot.com/sc-teens-denied-bond-after-missing-body-turns-up-in-the-1851722013"")",The Root
Dawn Richard Speaks Out Her Shocking Allegations Against Diddy,"=HYPERLINK(""https://www.theroot.com/dawn-richard-speaks-out-her-shocking-allegations-agains-1851721982"")",The Root
"Internet Reacts to Rob Kardashian’s Daughter, Dream, Throwing ‘Shade’ on Her Cousins","=HYPERLINK(""https://www.theroot.com/rob-kardashian-s-daughter-dream-throws-shade-on-her-1851721909"")",The Root
How This Poor Kid Grew up to Be a Billionaire and America's Richest Black Person in 2024,"=HYPERLINK(""https://www.theroot.com/how-this-poor-kid-became-the-richest-black-person-in-am-1851721741"")",The Root
"NYPD Detective Caught Shoplifting, Trump’s Plan for Black People, Black High School Volleyball Player Collapses, Jay-Z and Tony Buzbee Exchange Statements and More Viral News Stories","=HYPERLINK(""https://www.theroot.com/nypd-detective-caught-shoplifting-trump-s-plan-for-bla-1851720883"")",The Root
Why Janelle James Was Holding Back Tears on the Emmy Red Carpet,"=HYPERLINK(""https://www.theroot.com/why-janelle-james-was-holding-back-tears-on-the-emmy-re-1851721710"")",The Root
"Exclusive Afterparty, Red Carpet Root 100 Gala And Slideshow","=HYPERLINK(""https://www.theroot.com/the-ultimate-recap-of-the-root-100-red-carpet-afterpar-1851720472"")",The Root
Shocking Link Between Diddy and Luigi Mangione,"=HYPERLINK(""https://www.theroot.com/shocking-link-between-diddy-and-luigi-mangione-1851721565"")",The Root
The Biggest Lies of 2024 That Y'all Fell For,"=HYPERLINK(""https://www.theroot.com/the-biggest-lies-of-2024-that-some-of-yall-fell-for-1851721199"")",The Root
Every Hip-Hop Diss Track Released in 2024 (So Far),"=HYPERLINK(""https://www.theroot.com/every-hip-hop-diss-track-released-in-2024-so-far-1851482463"")",The Root
A Young Woman's Alleged Response to Not Being Able to Snoop in Her BF's Phone Ended in Tragedy,"=HYPERLINK(""https://www.theroot.com/a-young-womans-alleged-response-to-not-being-able-to-sn-1851721140"")",The Root
Black Bingeworthy TV Picks To Watch Over The Holiday,"=HYPERLINK(""https://www.theroot.com/binge-season-fight-night-cross-the-equalizer-1851635182"")",The Root
"Black Twitter Goes Off On TIME Magazine’s ‘Person of the Year,’ How Bad Things Will Get For Black People During the Next Four Years? Biden Made a Huge Number of Black Women Judges and More Political News","=HYPERLINK(""https://www.theroot.com/black-twitter-goes-off-on-time-magazine-s-person-of-th-1851720885"")",The Root
'Sanaa?' and 'Ezra?' 14 Top Black Baby Name 2025 Predictions,"=HYPERLINK(""https://www.theroot.com/forget-connor-these-will-be-the-top-black-baby-names-o-1851720027"")",The Root
Black Woman Makes a Shocking Confession On Her Claims White Athletes Raped Her,"=HYPERLINK(""https://www.theroot.com/this-convicted-murderer-makes-a-shocking-admission-abou-1851721015"")",The Root
"50 Cent Trolls Diddy, Jay-Z Linked With Diddy Amidst Rape Lawsuit, Three Men File Lawsuits Accusing Diddy of Rape, Jamie Foxx Takes on Diddy Conspiracy, Mystery John Doe Breaks Silence on Diddy Allegations and Everything Else You Missed on the Bad Boy CEO","=HYPERLINK(""https://www.theroot.com/50-cent-trolls-diddy-jay-z-linked-with-diddy-amidst-ra-1851721083"")",The Root
"Diddy, Jonathan Majors and the Most Controversial Black Entertainment Messes of 2024","=HYPERLINK(""https://www.theroot.com/diddy-jonathan-majors-and-the-most-controversial-black-1851720837"")",The Root
"Hey Haters, Check out Blue Ivy's Best Looks ... Since Birth","=HYPERLINK(""https://www.theroot.com/blue-ivys-best-looks-over-the-years-1851720484"")",The Root
"Creepy Drones Flying Over NYC, NJ Got Black People Coming up with Hilarious Theories","=HYPERLINK(""https://www.theroot.com/black-internet-has-theories-on-mysterious-drone-sightin-1851721394"")",The Root
"Black Twitter Decodes Rapper Foxy Brown’s Mysterious Posts Following Jay-Z Lawsuit, Inside Meagan Good’s Beautiful LA ‘Sanctuary, ’ Why is Everyone Afraid of Jay-Z? Here’s the Tea, Did Something Seem Off With Jay-Z At Blue Ivy’s ‘Mufasa’ Moment? Black Internet Has Thoughts","=HYPERLINK(""https://www.theroot.com/black-twitter-decodes-rapper-foxy-brown-s-mysterious-po-1851720889"")",The Root
"If You Loved ‘Wicked,’ Here Are Similar Musicals to Watch","=HYPERLINK(""https://www.theroot.com/if-you-loved-wicked-here-are-other-black-movie-music-1851708544"")",The Root
"Ciara, Zendaya and Other Black Celebs With Adorable Dogs","=HYPERLINK(""https://www.theroot.com/celeb-pets-megan-thee-stallian-zendaya-and-other-blac-1851721208"")",The Root
